create_date,tweet_id,similarity,like_count,retweet_count,post_text,claim_number,group,hashtag,tweet_user
2020-02-17T23:40:29.000Z,1229551220248936451,0.6601751287702305,173969,39187,"Did you hear the latest con job? President Obama is now trying to take credit for the Economic Boom taking place under the Trump Administration. He had the WEAKEST recovery since the Great Depression, despite Zero Fed Rate &amp; MASSIVE quantitative easing. NOW, best jobs numbers....",34,2,,51591
2020-05-16T22:58:20.000Z,1261793132020224005,0.5719398310143559,157418,36191,"Why is it that China, for decades, and with a population much bigger than ours, is paying a tiny fraction of $’s to The World Health Organization, The United Nations and, worst of all, The World Trade Organization, where they are considered a so-called “developing country” and...",36,0,,51591
2020-03-12T20:02:21.000Z,1238193633825882113,0.5950523946941227,125721,19578,"108 countries are dealing with the CoronaVirus problem, some of which we are helping!",37,1,,51591
2020-05-28T12:37:57.000Z,1265985660898459655,0.4003948284335015,294365,58883,This will be a Big Day for Social Media and FAIRNESS!,38,3,,51591
2020-04-24T13:38:16.000Z,1253679654734573570,0.5283499503285117,99776,18894,"Getting VERY good reviews of the job the Federal Government is doing on CoronaVirus. Ventilators, building hospitals, beds and yes, Testing, have been handled incredibly well. Testing is getting exponentially better every day. Love seeing our Country safely opening up!",46,1,,51591
2020-07-25T11:09:55.000Z,1286982002604998656,0.3915179308859617,198487,43580,"Yesterday I signed four measures that will massively reduce the prices of prescription drugs, in many cases by more than 50%. Nothing like this has ever been done before because Big Pharma, with its vast power, would not let it happen. Expensive Insulin went from big dollars.....",46,1,,51591
2020-07-09T12:39:33.000Z,1281206354334625793,0.392628627114989,147391,31715,"For the 1/100th time, the reason we show so many Cases, compared to other countries that haven’t done nearly as well as we have, is that our TESTING is much bigger and better. We have tested 40,000,000 people. If we did 20,000,000 instead, Cases would be half, etc. NOT REPORTED!",46,1,,51591
2020-05-28T14:34:10.000Z,1266014911127306240,0.6140095343321625,282381,56160,"All over the World the CoronaVirus, a very bad “gift” from China, marches on. Not good!",46,1,,51591
2020-03-05T16:34:21.000Z,1235604572850343937,0.6718011072837171,126486,23355,"With approximately 100,000 CoronaVirus cases worldwide, and 3,280 deaths, the United States, because of quick action on closing our borders, has, as of now, only 129 cases (40 Americans brought in) and 11 deaths. We are working very hard to keep these numbers as low as possible!",46,1,,51591
2020-04-25T22:17:13.000Z,1254172638307586049,0.4547120195208598,304514,53053,"Remember, the Cure can’t be worse than the problem itself. Be careful, be safe, use common sense!",48,0,,51591
2020-03-28T12:33:28.000Z,1243878874922041345,0.5531742286213656,152364,33099,"One of the reasons that Fake News has become so prevalent &amp; far reaching is the fact that corrupt “journalists” base their stories on SOURCES that they make up in order to totally distort a narrative or story. When you see, “five sources say”, don’t believe the story, it is....",49,1,,51591
2020-03-25T10:14:23.000Z,1242756708902076417,0.6188705068154596,97534,17940,“President Trump’s decision to very early on restrict travel from China saved tens of thousands of lives.”  @LouDobbs @FoxBusiness,49,1,,51591
2020-04-08T15:26:20.000Z,1247908643527409665,0.41067312792248906,216938,29621,FLATTENING OF THE CURVE!,49,1,,51591
2020-03-17T19:31:33.000Z,1239997820242923521,0.34281010687995395,520037,100026,The world is at war with a hidden enemy. WE WILL WIN!,49,1,,51591
2020-04-16T13:33:08.000Z,1250779261595783168,0.25956115920917244,264703,60604,"Crazy “Nancy Pelosi, you are a weak person. You are a poor leader. You are the reason America hates career politicians, like yourself.” @seanhannity She is totally incompetent &amp; controlled by the Radical Left, a weak and pathetic puppet. Come back to Washington and do your job!",51,1,,51591
2020-04-25T12:59:20.000Z,1254032243770736642,0.5913162998392373,37277,9832,"Many testing sites are, and have been, open &amp; available. Just passed 5 Million Tests, far more than any other country in the world. In fact, more than all other major countries combined! Don’t believe the Fake News! https://t.co/uTSMAvj7R3",53,0,,51591
2020-03-05T02:03:37.000Z,1235385447813197831,0.2196747026215784,41431,6443,I will be interviewed by @seanhannity on @FoxNews at 9:10 P.M.,55,1,,51591
2020-03-09T13:16:05.000Z,1237004230847868929,0.4802575961001401,103259,20686,The BEST decision made was the toughest of them all - which saved many lives. Our VERY early decision to stop travel to and from certain parts of the world!,55,1,,51591
2020-05-09T18:51:12.000Z,1259194224555298816,0.4605102515434509,116860,23725,"Why is it that all of the political pundits &amp; consultants that I beat so easily &amp; badly, people that charged their clients far more than their services were worth, have become so totally “unhinged” when it come to your favorite President, me. These people are stone cold crazy!",57,1,,51591
2020-05-06T15:16:53.000Z,1258053124893347841,0.29212933902566474,293931,50448,The Fake News has reached an all time high!,57,1,,51591
2020-04-05T19:35:34.000Z,1246884203419099137,0.3618188031544125,353699,55297,"We are learning much about the Invisible Enemy. It is tough and smart, but we are tougher and smarter!",57,1,,51591
2020-05-04T14:24:08.000Z,1257315077243334656,0.644136297714173,127073,28732,"Interesting? By Congress not wanting the special 5 minute testing apparatus, they are saying that they are not “essential”.  In any event, we have great testing capacity, and have performed 6.5 million tests, which is more than every country in the world, combined!",63,1,,51591
2020-06-19T15:48:48.000Z,1274006223013249026,0.7464746179564462,214276,40546,"Tony Fauci has nothing to do with NFL Football. They are planning a very safe and controlled opening. However, if they don’t stand for our National Anthem and our Great American Flag, I won’t be watching!!!",67,3,,51591
2020-02-29T03:25:32.000Z,1233594120666566657,0.3267685125686575,80438,13079,South Carolina was GREAT. A BIG &amp; REALLY ENTHUSIASTIC CROWD!,74,3,,51591
2020-05-12T11:56:26.000Z,1260177007490600960,0.36892639147794215,113024,21254,"Remember this, every Governor who has sky high approval on their handling of the Coronavirus, and I am happy for them all, could in no way have gotten those numbers, or had that success, without me and the Federal Governments help. From Ventilators to Testing, we made it happen!",76,1,,51591
2020-06-16T12:39:02.000Z,1272871304572678144,0.5674322282351383,207865,39192,"Wow! May retail sales show biggest one-month increase of ALL TIME, up 17.7%. Far bigger than projected. Looks like a BIG DAY FOR THE STOCK MARKET, AND JOBS!",87,1,,51591
2020-06-23T19:25:07.000Z,1275510212384788480,0.7822105705874062,73351,18660,Cases up only because of our big number testing. Mortality rate way down!!! https://t.co/bKFmgOLEGZ,87,1,,51591
2020-03-09T14:47:59.000Z,1237027356314869761,0.5445033342803021,274348,84445,"So last year 37,000 Americans died from the common Flu. It averages between 27,000 and 70,000 per year. Nothing is shut down, life &amp; the economy go on. At this moment there are 546 confirmed cases of CoronaVirus, with 22 deaths. Think about that!",89,1,,51591
2020-06-18T12:43:04.000Z,1273597096105521155,0.30110106687402505,102808,19735,"Biden got failing grades and polls on his clueless handling of the Swine Flu H1N1. It was a total disaster, they had no idea what they were doing. Among the worst ever!",89,1,,51591
2020-06-08T19:14:45.000Z,1270071785392943105,0.5191674583247085,131869,31438,"I have retained highly respected pollster, McLaughlin &amp; Associates, to analyze todays CNN Poll (and others), which I felt were FAKE based on the incredible enthusiasm we are receiving. Read analysis for yourself. This is the same thing they and others did when we defeated...",94,1,,51591
2020-06-18T04:10:12.000Z,1273468029712707584,0.5942730928601011,134082,29096,"Wacko John Bolton’s “exceedingly tedious”(New York Times) book is made up of lies &amp; fake stories. Said all good about me, in print, until the day I fired him. A disgruntled boring fool who only wanted to go to war. Never had a clue, was ostracized &amp; happily dumped. What a dope!",94,1,,51591
2020-03-23T03:50:20.000Z,1241935285916782593,0.5296021629749097,293731,54472,"WE CANNOT LET THE CURE BE WORSE THAN THE PROBLEM ITSELF. AT THE END OF THE 15 DAY PERIOD, WE WILL MAKE A DECISION AS TO WHICH WAY WE WANT TO GO!",94,1,,51591
2020-05-01T12:14:36.000Z,1256195312965877760,0.6228897390189583,80098,18126,"Cryin Chuck Schumer, compared to what other Senators have brought home to their states, has brought very little back to N.Y. A totally overrated loser, the one thing he has given them is SALT. He never even called me to stop it. No wonder Cuomo &amp; most others can’t stand him. AOC!",94,1,,51591
2020-03-23T16:05:53.000Z,1242120391054757900,0.4769402828522843,160671,50331,A great early result from a drug that will start tomorrow in New York and other places! #COVIDー19 https://t.co/4F4Qk4WFtK,96,0,COVIDー19,51591
2020-03-24T16:04:37.000Z,1242482460140736512,0.4223948746069329,69104,12550,Will be doing a Town Hall on @FoxNews at 12:05 P.M. (Now). I will go on around 1:00 P.M. Enjoy!,96,0,,51591
2020-03-24T12:45:18.000Z,1242432301885198337,0.5567980318417146,173532,35456,"Congress must approve the deal, without all of the nonsense, today. The longer it takes, the harder it will be to start up our economy. Our workers will be hurt!",96,0,,51591
2020-06-25T14:47:58.000Z,1276165243849388032,0.3905444684382449,102859,25839,"A @FoxNews commentator just ripped me with lies, with nobody defending. They talked about the “friendly” protesters (they set the Church on fire the day before. They were anything but friendly), and how I stood and held the Bible upside down - it wasn’t upside down. @edhenry",101,3,,51591
2020-06-01T12:27:12.000Z,1267432507005448192,0.5402791405887756,134846,36702,“These were the people that trashed Seattle years ago. Who’s paying for these people. I was appalled that 13 of Joe Biden’s staff were donating money to bail people out in Minneapolis. They should have stayed in jail until this is over (and beyond).” @newtgingrich @foxandfriends,106,3,,51591
2020-07-05T20:47:26.000Z,1279879585627279365,0.5449757888307356,119450,28755,".@FoxNews gladly puts up the phony suppression polls as soon as they come out. We are leading in the REAL polls because people are sick &amp; tired of watching the Democrat run cities, in all cases, falling apart. Also, now 96% Approval Rating in the Republican Party. Another 2016!",107,0,,51591
2020-03-29T17:06:20.000Z,1244309931874017280,0.5641901177798994,124992,27828,"Because the “Ratings” of my News Conferences etc. are so high, “Bachelor finale, Monday Night Football type numbers” according to the @nytimes, the Lamestream Media is going CRAZY. “Trump is reaching too many people, we must stop him.” said one lunatic. See you at 5:00 P.M.!",107,0,,51591
2020-07-06T18:40:10.000Z,1280209946085339136,0.33342285560295903,421771,64811,SCHOOLS MUST OPEN IN THE FALL!!!,108,1,,51591
2020-04-13T14:53:50.000Z,1249712404260421633,0.337230699926629,143174,31466,"For the purpose of creating conflict and confusion, some in the Fake News Media are saying that it is the Governors decision to open up the states, not that of the President of the United States &amp; the Federal Government. Let it be fully understood that this is incorrect....",109,1,,51591
2020-04-17T16:25:30.000Z,1251185023459483653,0.610049486722333,110949,27296,"Biden/Obama were a disaster in handling the H1N1 Swine Flu. Polling at the time showed disastrous approval numbers. 17,000 people died unnecessarily and through incompetence! Also, don’t forget their 5 Billion Dollar Obamacare website that should have cost close to nothing!",114,1,,51591
2020-05-18T00:38:45.000Z,1262180792714833927,0.5484407522426331,71174,18091,Watch @marklevinshow tonight on @FoxNews. He covers the Russia Hoax and all of the other criminality that came from the Obama Administration They got caught! A repeat later in evening. Really something.,114,1,,51591
2020-07-08T13:16:38.000Z,1280853299600789505,0.6050591761467375,220686,49130,"In Germany, Denmark, Norway,  Sweden and many other countries, SCHOOLS ARE OPEN WITH NO PROBLEMS. The Dems think it would be bad for them politically if U.S. schools open before the November Election, but is important for the children &amp; families. May cut off funding if not open!",121,0,,51591
2020-07-07T12:52:40.000Z,1280484878744793090,0.7606983562741906,178079,46081,"“COVID-19 (China Virus) Death Rate PLUNGES From Peak In U.S.” A Tenfold Decrease In Mortality. The Washington Times @WashTimes  Valerie Richardson.  We have the lowest Mortality Rate in the World. The Fake News should be reporting these most important of facts, but they don’t!",122,1,,51591
2020-07-29T11:24:58.000Z,1288435342182318081,0.31020639149750995,52129,12484,"“The Plus, Self-Help for People Who Hate Self-Help”, by the very smart and witty @greggutfeld, is on sale now. It is great, Canceling Cancel Culture. Make his book as successful as his T.V. Show. Buy it now!",122,1,,51591
2020-07-08T13:50:41.000Z,1280861869507567616,0.6683602461281298,132165,29011,"Economy and Jobs are growing MUCH faster than anyone (except me!) expected. Job growth is biggest in history. China Virus Mortality Rate is among the LOWEST of any country. Shaping up for a good third quarter, and a great next year! NASDAQ at new record high, 401k’s way up!!!!",122,1,,51591
2020-07-28T13:48:33.000Z,1288109090061705222,0.3931031085314269,196487,54698,"Big Pharma is taking television ads trying to make the case that I am raising prescription drug prices on seniors. The ad is a lie! What I have done will lead to a 50% REDUCTION in prices, at least, &amp; Big Pharma is not happy about it. No other President would....",122,1,,51591
2020-04-14T14:24:51.000Z,1250067500190089217,0.5880219167109672,256422,60121,"GET RID OF BALLOT HARVESTING, IT IS RAMPANT WITH FRAUD. THE USA MUST HAVE VOTER I.D., THE ONLY WAY TO GET AN HONEST COUNT!",124,1,,51591
2020-05-24T14:08:36.000Z,1264558926021959680,0.5632720364363509,186777,51456,"The United States cannot have all Mail In Ballots. It will be the greatest Rigged Election in history. People grab them from mailboxes, print thousands of forgeries and “force” people to sign. Also, forge names. Some absentee OK, when necessary. Trying to use Covid for this Scam!",124,1,,51591
2020-07-30T12:33:47.000Z,1288815049604292610,0.4232845466385904,76661,20274,"Major China Virus flare ups in many of the countries that the Fake News was touting as doing so well. Some of these countries are now a disaster. Lamestream Media doesn’t want to report this. Also, highly inaccurate numbers being reported by many other countries!!! @WSJ",125,1,,51591
2020-06-01T13:28:52.000Z,1267448029738606593,0.5377196046208149,89142,19502,"“Trump” is leading in all swing states. Heavily biased Democrat Poll, just like 2016. Biggest “enthusiasm” lead ever! https://t.co/XIe2q6tGrg",132,3,,51591
2020-07-21T10:39:47.000Z,1285524871666118656,,108933,21131,"You will never hear this on the Fake News concerning the China Virus, but by comparison to most other countries, who are suffering greatly, we are doing very well - and we have done things that few other countries could have done!",133,0,,51591
2020-07-07T02:46:02.000Z,1280332215285579776,0.4809564609784369,125167,22704,“President Trump champions American greatness in his Mount Rushmore speech.” @seanhannity @FoxNews,141,1,,51591
2020-05-13T15:40:01.000Z,1260595662091100161,0.3450010304846929,116596,25451,"THANK YOU, WORKING HARD! #MAGA https://t.co/NytV20gopi",141,1,MAGA,51591
2020-07-07T02:32:35.000Z,1280328830218051584,0.625275033308334,152712,45131,"The highly respected Henry Ford Health System just reported, based on a large sampling, that HYDROXYCHLOROQUINE cut the death rate in certain sick patients very significantly. The Dems disparaged it for political reasons (me!). Disgraceful. Act now @US_FDA @TuckerCarlson @FoxNews",141,1,,51591
2020-06-07T22:41:54.000Z,1269761532033937412,0.4275084427156708,210563,39662,"If I wasn’t constantly harassed for three years by fake and illegal investigations, Russia, Russia, Russia, and the Impeachment Hoax, I’d be up by 25 points on Sleepy Joe and the Do Nothing Democrats. Very unfair, but it is what it is!!!",142,1,,51591
2020-02-17T14:16:21.000Z,1229409252344811521,0.14204194645745716,331517,41340,HAPPY PRESIDENT’S DAY!,147,3,,51591
2020-06-26T00:31:15.000Z,1276312029360541698,0.4742966357309366,219017,67658,"If I ever said something so mortifyingly stupid, the Fake News Media would come down on me with a vengeance. This is beyond a normal mistake. Why isn’t the media reporting it? https://t.co/KkuWLkMfp7",148,0,,51591
2020-04-10T14:36:41.000Z,1248620923248205824,0.4775403326520466,99775,22141,"Because the T.V. Ratings for the White House News Conference’s are the highest, the Opposition Party (Lamestream Media), the Radical Left, Do Nothing Democrats &amp;, of course, the few remaining RINO’S, are doing everything in their power to disparage &amp; end them. The People’s Voice!",149,1,,51591
2020-05-03T20:41:08.000Z,1257047564219822080,0.2938341071269237,78950,16638,Thank you Ryan. Working hard! https://t.co/ZnYgTI3Qux,149,1,,51591
2020-06-19T14:08:07.000Z,1273980887735173121,0.38055697052028026,132038,25121,Big crowds and lines already forming in Tulsa. My campaign hasn’t started yet. It starts on Saturday night in Oklahoma!,149,1,,51591
2020-07-13T13:30:42.000Z,1282668779575615494,0.5852553640533495,106867,26011,"So hard to watch @FoxNews anymore. They are working so hard against the people (viewers) that got them there. Their contributors are a disaster, and all over the place. The Radical Left has scared Fox into submission, just like they have so many others. Sad, but we will WIN!",149,1,,51591
2020-07-30T20:23:17.000Z,1288933202812456968,0.4612754718581601,424216,76970,"We are going to WIN the 2020 Election, BIG! #MAGA",155,3,MAGA,51591
2020-07-30T23:33:13.000Z,1288981002849865728,0.5422449858345271,110967,19106,Great to spend time with Mike Singletary while going to Texas. He’s one of the greatest football players ever — A strong man and a really good person. Great being with you Mike! https://t.co/lWsYn4lhOm,155,3,,51591
2020-07-30T22:34:05.000Z,1288966119676616704,0.2556198118590437,131766,28505,"As the Wall goes up, illegal crossings go down. This past week we built over 10 miles of Wall at our Southern Border. We now have 256 miles of NEW Wall and we are on track to have 300 miles completed by the end of August! https://t.co/AWl0dYfY1w",155,3,,51591
2020-07-30T22:45:25.000Z,1288968970331213830,0.3529917561138249,58165,15815,"My Administration has been focused on finding treatments for Coronavirus. If you’ve recovered from Coronavirus, donate your plasma today to help SAVE LIVES! Together, we will beat the Virus!

🌐https://t.co/YLpBCgf837 https://t.co/IyO4livTLm",155,3,,51591
2020-07-30T20:22:14.000Z,1288932940337090561,0.5246973687173583,100076,25556,"Glad I was able to get the very dishonest LameStream Media to finally start talking about the RISKS to our Democracy from dangerous Universal Mail-In-Voting (not Absentee Voting, which I totally support!).",155,3,,51591
2020-07-30T21:20:03.000Z,1288947487911419905,,63898,23980,https://t.co/DzCU5kF6Mm,155,3,,51591
2020-05-19T16:25:51.000Z,1262781525260734467,0.44100303540261976,40368,8047,I am proud to announce the San Francisco Bay Area will receive over $700M in federal funds to support continued operations and support workers at @flySFO Intl Airport and for transit on @sfmta_muni &amp; @SFBart. This money will aid in economic recovery!,158,0,,51591
2020-02-14T22:40:55.000Z,1228449065148571651,0.4736270407755567,44418,11163,"I look forward to attending the Daytona 500 on Sunday with lots of my great friends from Florida, including the France family and @RepMichaelWaltz from #FL6. See you there, good luck to everyone! @NASCAR @SenRickScott @marcorubio @GovRonDeSantis https://t.co/e0SUl4GfBm",169,3,FL6,51591
2020-07-23T13:59:34.000Z,1286299924141932550,0.4699698274729092,109478,26231,"Recently watched failed RINO Tom Ridge, former head of Homeland Security, trying to justify his sudden love of the Radical Left Mayor of Portland, who last night was booed &amp; shouted out of existence by the agitators &amp; anarchists. Love watching pathetic Never Trumpers squirm!",170,1,,51591
2020-07-19T11:45:33.000Z,1284816646104928256,0.3218364975791579,522947,82961,MAKE AMERICA GREAT AGAIN!,170,1,,51591
2020-07-23T23:43:11.000Z,1286446796181508106,0.2027620623465175,160538,27441,WELCOME BACK BASEBALL! https://t.co/dhLSfNkI7L,170,1,,51591
2020-07-30T12:46:09.000Z,1288818160389558273,0.3654594983946102,226903,56597,"With Universal Mail-In Voting (not Absentee Voting, which is good), 2020 will be the most INACCURATE &amp; FRAUDULENT Election in history. It will be a great embarrassment to the USA. Delay the Election until people can properly, securely and safely vote???",170,1,,51591
2020-07-26T12:46:01.000Z,1287368577557975041,0.3879644713962622,74539,11533,"Brett LOVES Wisconsin, Mississippi and Minnesota. A good golfer - hits it LONG! https://t.co/JcBJJEWI0X",170,1,,51591
2020-07-21T10:31:23.000Z,1285522754129858560,0.13153227283066504,124109,18691,Tremendous progress being made on Vaccines and Therapeutics!!!,170,1,,51591
2020-04-05T22:19:59.000Z,1246925577967357953,0.2271958521766925,97615,14064,White House news conference at 6:45 P.M. Eastern. Thank you!,171,1,,51591
2020-04-06T15:34:27.000Z,1247185910673952776,0.4627698231921886,154993,30349,"Joe Biden wanted the date for the Democrat National Convention moved to a later time period. Now he wants a “Virtual” Convention, one where he doesn’t have to show up. Gee, I wonder why? Also, what ever happened to that phone call he told the Fake News he wanted to make to me?",171,1,,51591
2020-04-07T15:26:45.000Z,1247546362473975809,,105696,23565,"Wisconsin, get out and vote NOW for Justice Daniel Kelly. Protect your 2nd Amendment!",171,1,,51591
2020-04-20T01:30:12.000Z,1252046878314770432,0.32191309124327705,223211,82934,"BRILLIANT, A MUST WATCH! @RepDanCrenshaw https://t.co/W6pGsJQ2ua",171,1,,51591
2020-03-13T22:54:36.000Z,1238599369466753026,0.3975822098799297,342558,84038,"It is my great honor to declare Sunday, March 15th as a National Day of Prayer. We are a Country that, throughout our history, has looked to God for protection and strength in times like these....",172,1,,51591
2020-06-18T13:08:10.000Z,1273603410340843520,0.3506390149607803,117237,25947,"Bolton’s book, which is getting terrible reviews, is a compilation of lies and made up stories, all intended to make me look bad. Many of the ridiculous statements he attributes to me were never made, pure fiction. Just trying to get even for firing him like the sick puppy he is!",173,3,,51591
2020-05-10T11:47:36.000Z,1259450009734516736,0.4855618729090405,119900,28668,"When are the Fake Journalists, who received unwarranted Pulitzer Prizes for Russia, Russia, Russia, and the Impeachment Scam, going to turn in their tarnished awards so they can be given to the real journalists who got it right. I’ll give you the names, there are plenty of them!",183,3,,51591
2020-04-22T11:03:26.000Z,1252915913835364353,0.2732574376378417,86240,11330,"Happy Birthday to the great Cindy Adams of the New York Post. Cindy is 90, but looks 39 to me. She is going strong!",184,0,,51591
2020-04-21T16:49:12.000Z,1252640538647506947,0.5471458830183995,104700,22117,"I urge the Senate and House to pass the Paycheck Protection Program and Health Care Enhancement Act with additional funding for PPP, Hospitals, and Testing. After I sign this Bill, we will begin discussions on the next Legislative Initiative with fiscal relief....",184,0,,51591
2020-04-22T14:14:38.000Z,1252964030253318147,0.29293089047587073,49811,14264,"Another FALSE ad by the Do Nothing Democrats. Almost all of their ads are False or Misleading, and the Fake News loves it! https://t.co/6osAQzyIEF",184,0,,51591
2020-04-28T13:38:54.000Z,1255129366234890240,0.3779387987474652,193794,28575,Many States moving to SAFELY &amp; QUICKLY reopen!,184,0,,51591
2020-04-25T14:57:29.000Z,1254061979607711745,0.6046497267006545,150528,25041,"We have now Tested more than 5 Million People. That is more than any other country in the World, and even more than  all major countries combined!",184,0,,51591
2020-04-08T14:52:56.000Z,1247900240155295745,0.3506863201703555,195750,34321,"Once we OPEN UP OUR GREAT COUNTRY, and it will be sooner rather than later, the horror of the Invisible Enemy, except for those that sadly lost a family member or friend, must be quickly forgotten. Our Economy will BOOM, perhaps like never before!!!",185,3,,51591
2020-05-10T19:18:13.000Z,1259563409739309057,0.16120240370750127,39844,10982,This book is a MUST BUY! https://t.co/3F0KK6fckh,185,3,,51591
2020-04-11T21:48:58.000Z,1249092100236460033,0.5031597476949939,84724,16460,"“The President and the Federal Government are doing an excellent job. When they say the death toll isn’t going to be as high as reported, they (the opposition) act like they’re sad because it’s lower. I think they are (Press Conferences) wonderful.” West Virginia Resident, C Span",196,0,,51591
2020-05-08T11:11:43.000Z,1258716204832825344,0.24169645712644736,70041,10582,I will be interviewed on @foxandfriends at 8:00 A.M. Enjoy!,199,1,,51591
2020-03-10T04:49:44.000Z,1237239192222158848,0.14842329244043773,58613,13926,Fake News!! https://t.co/BG62YbD7Fw,200,3,,51591
2020-04-05T02:02:59.000Z,1246619311638282241,0.42328200349607226,70934,18296,He wants to raise taxes all over our Country! https://t.co/8RgHO9y8p6,207,3,,51591
2020-06-13T11:48:25.000Z,1271771404636217344,,54663,17046,They want to totally destroy our great Police Departments. No way!!! https://t.co/pN1azBRVT5,208,3,,51591
2020-07-18T00:24:50.000Z,1284282946850086912,0.7483932163503974,194022,41909,"Corrupt Joe Biden wants to defund our police. He may use different words, but when you look at his pact with Crazy Bernie, and other things, that’s what he wants to do. It would destroy America!",208,3,,51591
2020-07-28T13:48:34.000Z,1288109093694005253,0.4788916063314858,107836,26334,"....be able to produce what I have. So when you see those nasty ads from Big Pharma remember, the only reason they are going all out is the massive PRICE REDUCTIONS you are getting - not good for them. Plus, I was only President in 51 years that got a Prescription D reduction!",208,3,,51591
2020-05-31T02:08:42.000Z,1266914470066036736,0.4824448509929156,265667,54301,The National Guard has been released in Minneapolis to do the job that the Democrat Mayor couldn’t do. Should have been used 2 days ago &amp; there would not have been damage &amp; Police Headquarters would not have been taken over &amp; ruined. Great job by the National Guard. No games!,210,3,,51591
2020-06-02T15:10:02.000Z,1267835873405665282,0.4272433342510842,233561,52978,"NYC, CALL UP THE NATIONAL GUARD. The lowlifes and losers are ripping you apart. Act fast! Don’t make the same horrible and deadly mistake you made with the Nursing Homes!!!",210,3,,51591
2020-06-03T10:54:52.000Z,1268134050130165760,0.3260737074655434,49951,13226,The National Guard is ready! https://t.co/AifVRgWOlM,210,3,,51591
2020-05-30T14:00:49.000Z,1266731291917062145,0.7898773481220862,285967,58352,These are “Organized Groups” that have nothing to do with George Floyd. Sad!,214,3,,51591
2020-04-16T18:24:30.000Z,1250852583318736896,0.4663851040872242,248397,91680,"Crazy Nancy Pelosi deleted this from her Twitter account. She wanted everyone to pack into Chinatown long after I closed the BORDER TO CHINA. Based on her statement, she is responsible for many deaths. She’s an incompetent, third-rate politician! https://t.co/uWNI7DCG3o",220,0,,51591
2020-05-20T14:42:22.000Z,1263117871326146560,0.5492499213462362,385251,42705,"Congratulations to my daughter, Tiffany, on graduating from Georgetown Law. Great student, great school. Just what I need is a lawyer in the family. Proud of you Tiff!",221,3,,51591
2020-06-11T14:02:01.000Z,1271080249623818242,0.5190604053998209,94529,22055,Sleepy Joe Biden refuses to leave his basement “sanctuary” and tell his Radical Left BOSSES that they are heading in the wrong direction. Tell them to get out of Seattle now. Liberal Governor @JayInslee is looking “the fool”. LAW &amp; ORDER!,221,3,,51591
2020-06-04T23:20:20.000Z,1268684040334446593,0.5639497551859802,101108,21957,"The problem with asking for someone to give you a letter of resignation, which you do as a courtesy to help them save face, is that it is then harder to say you fired them. I did fire James Mattis. He was no good for Obama, who fired him also, and was no good for me!",221,3,,51591
2020-05-29T14:46:56.000Z,1266380510344949761,0.5208339329310369,299409,54668,The National Guard has arrived on the scene. They are in Minneapolis and fully prepared. George Floyd will not have died in vain. Respect his memory!!!,221,3,,51591
2020-02-28T05:43:14.000Z,1233266386291580931,0.5691787447291382,79129,18997,"The Do Nothing Democrats were busy wasting time on the Immigration Hoax, &amp; anything else they could do to make the Republican Party look bad, while I was busy calling early BORDER &amp; FLIGHT closings, putting us way ahead in our battle with Coronavirus. Dems called it VERY wrong!",225,0,,51591
2020-03-15T17:02:00.000Z,1239235411463020544,0.6164979178744261,46816,11623,"....The USA was never set up for this, just look at the catastrophe of the H1N1 Swine Flu (Biden in charge, 17,000 people lost, very late response time), but it soon will be. Great decision to close our China, and other, borders early. Saved many lives!",225,0,,51591
2020-05-17T12:34:18.000Z,1261998478005280768,0.22972217287806665,47213,7172,....May Phyllis Rest In Peace. Warmest condolences to her beloved family!!!,225,0,,51591
2020-03-12T10:15:43.000Z,1238046001744826369,0.548681808923241,126971,32390,"“Nancy Pelosi all of a sudden doesn’t like the payroll tax cut, but when Obama proposed it she thought it was a brilliant thing that all of the working families would benefit from because if you get a paycheck, you’re going to take home more money.” @kilmeade @foxandfriends",225,0,,51591
2020-02-28T20:25:06.000Z,1233488317049602048,0.5333152883647797,61636,13524,"Mini Mike is getting slammed. His debates were, perhaps, the worst in presidential debating history. A total phony who disavowed “Stop &amp; Frisk” after swearing by it for years, and even recently. He horribly overused it, &amp; then dropped when running as a Dem. A total phony!",225,0,,51591
2020-02-28T20:28:00.000Z,1233489045520625664,0.4936457700451823,57723,11489,"The Dems are working hard to take the prized nomination away from Bernie. Back room politics, which Bernie is not very good at. His people will not let it happen again!",225,0,,51591
2020-04-11T23:34:58.000Z,1249118778404765696,0.4503111796322665,157795,37528,"So now the Fake News @nytimes is tracing the CoronaVirus origins back to Europe, NOT China. This is a first! I wonder what the Failing New York Times got for this one? Are there any NAMED sources? They were recently thrown out of China like dogs, and obviously want back in. Sad!",225,0,,51591
2020-05-05T04:46:31.000Z,1257532101966036993,0.5628078000364101,82332,19304,"A group of RINO Republicans who failed badly 12 years ago, then again 8 years ago, and then got BADLY beaten by me, a political first timer, 4 years ago, have copied (no imagination) the concept of an ad from Ronald Reagan, “Morning in America”, doing everything possible to....",231,1,,51591
2020-07-20T19:43:46.000Z,1285299379746811915,0.5513200445453676,302522,51857,"We are United in our effort to defeat the Invisible China Virus, and many people say that it is Patriotic to wear a face mask when you can’t socially distance. There is nobody more Patriotic than me, your favorite President! https://t.co/iQOd1whktN",231,1,,51591
