text,source,claim_num,group
prolonged use of covid 19 related face masks cause health problems due to breathing in too much exhaled carbon dioxide ,snopes,347,1
vice president mike pence was filmed delivering empty boxes that were supposed to be filled with personal protective equipment to a rehabilitation center in virginia ,snopes,348,1
the official costco facebook page sarcastically told sharon that her opposition to wearing a mask in its stores would someday be the subject of a documentary ,snopes,349,1
a photograph shows a genuine crop circle resembling a logo for microsoft windows and the crown shape associated with coronaviruses,snopes,350,1
when us president donald trump was asked what he'd say to people who lost family members to covid 19 he replied i would say this didn't hurt anyone as much as it hurt me,snopes,351,1
a photograph shows rob cantrell a member of the far right group proud boys screaming at an officer during an anti lockdown protest in michigan ,snopes,352,1
churches are required by the local government to record and register lists of attendees for tracking purposes in kansas city missouri,snopes,353,1
a sprawling conspiracy theory proves numerous individuals and organizations schemed to promote the drug remdesivir as a covid 19 treatment over the purportedly highly effective hydroxychloroquine,snopes,354,1
a letter was written by f scott fitzgerald in 1920 while the author was quarantined in france during the spanish influenza pandemic,snopes,355,1
a viral photograph showing a canine coronavirus vaccine demonstrates that there should already exist a human vaccine for covid 19,snopes,356,1
the 1981 farmer's almanac contained a passage predicting that a severe pneumatic illness would spread around the globe in 2020 ,snopes,357,1
a photograph shows the words center for global human population reduction inscribed on a bill &amp; melinda gates foundation building,snopes,358,1
the 1866 ex parte milligan precludes states from enforcing regulations that prevent residents from freely traveling or earning a living,snopes,359,1
nobel laureate dr tasuku honjo said that covid 19 was man made at a lab in wuhan china,snopes,360,1
a photograph shows a person holding a protest sign claiming that the number of characters in barack hussein obama add up to the 19 in covid 19,snopes,361,1
nancy pelosi visited wuhan china in november 2019 just a month before the covid 19 outbreak there,snopes,362,1
a photograph shows protest signs carried by demonstrators calling for the loosening of covid 19 social distancing restrictions,snopes,363,1
former us rep trey gowdy penned a text suggesting that covid 19 was part of a conspiracy against us president donald trump,snopes,364,1
a video documents a hot mic exchange between fox news reporter john roberts and a fake news tech in which they admit covid 19 was a hoax and that everyone in the news media has already been vaccinated ,snopes,365,1
us president donald trump said hundreds of governors are calling him amid the covid 19 coronavirus pandemic,snopes,366,1
a chart accurately shows the effectiveness of wearing face masks during the covid 19 pandemic ,snopes,367,1
u s house speaker nancy pelosi declared during the covid 19 pandemic that congress would be out of session unless there is an emergency,snopes,368,1
the cause of country music star joe diffie's death was lung cancer ,snopes,369,1
the centers for disease control and prevention's guidelines for listing covid 19 on death certificates in the absence of a test are resulting in a case overcount,snopes,370,1
microsoft owns patent 666 which involves inserting microchips into people to mine their activity for cryptocurrency purposes ,snopes,371,1
us president donald trump tweeted in november 2009 that obama's handling of this whole pandemic has been terrible! and that he would never let thousands of americans die from a pandemic while in office,snopes,372,1
a photograph shows a swastika flag bearing the names trump and pence displayed at the operation gridlock protest in michigan,snopes,373,1
newspaper accounts reported two different deaths from covid 19 for the same person,snopes,374,1
former fox news host bill o'reilly wrote a viral essay claiming the covid 19 pandemic was caused by a chinese bioweapon,snopes,375,1
michigan gov gretchen whitmer banned the sale or purchase of american flags during the covid 19 pandemic ,snopes,376,1
us president donald trump said i don't care how sick you are [] get out and vote during the covid 19 coronavirus disease pandemic ,snopes,377,1
seven children in senegal died after being administered a covid 19 coronavirus disease vaccine in april 2020 ,snopes,378,1
a photograph shows two women wearing flu masks during the 1918 pandemic ,snopes,379,1
a medical supply company owned by the clinton family quadrupled prices for ventilators and masks during the covid 19 coronavirus disease pandemic ,snopes,380,1
a meme details a staggered shopping schedule implemented by walmart during the covid 19 pandemic ,snopes,381,1
us president donald trump will benefit financially if hydroxychloroquine becomes an established treatment for covid 19 ,snopes,382,1
a video shows a member of the maasai tribe whipping people in kenya who refused to obey the government's self quarantine orders during the covid 19 pandemic,snopes,383,1
 coronavirus stimulus payments termed economic impact payments are taxable and could reduce your 2020 tax refund,snopes,384,1
televangelist pat robertson blamed oral sex for the covid 19 coronavirus disease pandemic ,snopes,385,1
kathleen o'mara is the author of a poem written during the 1919 pandemic ,snopes,386,1
an 800 phone number can be used for tracking the status of coronavirus economic stimulus payments,snopes,387,1
thieves are exploiting the coronavirus pandemic by dousing masks in chemicals that render people unconscious and then robbing them,snopes,388,1
joseph maldonado passage better known as joe exotic of tiger king has covid 19 coronavirus disease,snopes,389,1
a national health service worker warned against going out to buy necessities even bread when covid 19's infection peak hits tomorrow,snopes,390,1
financier george soros owns the lab in wuhan china where the covid 19 coronavirus disease was developed,snopes,391,1
a video shows people in china tearing down a 5g tower in an attempt to stop the spread of covid 19 coronavirus disease ,snopes,392,1
sandra the orangutan started washing her hands after she noticed zookeepers doing so during the covid 19 pandemic,snopes,393,1
the coronavirus aid relief and economic security (cares) act included a $25 million raise for members of the us house of representatives,snopes,394,1
democrats in new york stashed ventilators in a warehouse in an effort to make the covid 19 pandemic worse,snopes,395,1
author c s lewis wrote a passage in the screwtape letters involving satan wanting to shut down businesses and jesus wanting to restore the family unit ,snopes,396,1
 the uk government has been sending texts informing recipients that they have been issued fines for leaving the house during the coronavirus lockdown,snopes,397,1
johns hopkins university published this excellent summary on avoiding covid 19,snopes,398,1
us president donald trump advocated that the pay of public officials be stopped during the covid 19 pandemic,snopes,399,1
a video shows mass graves in italy as a result of the covid 19 pandemic ,snopes,400,1
drinking hot water with lemons will cure or prevent covid 19; drinking hot water with lemons and sodium bicarbonate will alkalize the immune system and cure or prevent covid 19 ,snopes,401,1
after discovering a doomsday asteroid was approaching earth world leaders created the covid 19 pandemic in an effort to distract the world population and force everyone to spend time with their families during earth's final days ,snopes,402,1
a new disease outbreak caused by the hantavirus has been detected in china,snopes,403,1
russia released more than 500 lions to make sure that people stay inside during the covid 19 pandemic ,snopes,404,1
eating bananas is a preventative against the covid 19 coronavirus disease,snopes,405,1
a meme replicates a nostradamus prophecy foretelling the 2020 covid 19 coronavirus disease pandemic,snopes,406,1
us president donald trump tweeted that economic stimulus checks would only go to those who have not made negative social media comments about him,snopes,407,1
referring to the ongoing covid 19 pandemic us president donald trump said people are dying today that have never died before ,snopes,408,1
people describing themselves as red cross workers are knocking on doors of people's homes and selling what they claim are coronavirus home tests,snopes,409,1
oprah winfrey's home was raided as part of a sex trafficking sting ,snopes,410,1
amazon announced that it was suspending all deliveries except for medical supplies during the covid 19 pandemic ,snopes,411,1
using a hair dryer to breathe in hot air can cure covid 19 and stop its spread,snopes,412,1
a photograph shows store shelves stripped of all foodstuffs except for vegan products during the covid 19 pandemic,snopes,413,1
hand sanitizer is a threat to pets because it contains an ingredient also found in antifreeze,snopes,414,1
parents can receive a case of baby formula during the covid 19 pandemic by calling the number on the back of the company's product ,snopes,415,1
an msnbc reporter said on air: i hope enough people die from coronavirus that it harms trump's reelection,snopes,416,1
the white house sent out text messages in mid march 2020 informing people that a mandatory quarantine in us would start within 48 hours ,snopes,417,1
gargling with salt water or vinegar 'eliminate' the covid 19 coronavirus from the throat of an infected person's system,snopes,418,1
costco has issued a recall for their kirkland signature brand of bath tissue,snopes,419,1
a photograph shows a railroad tank car identified as carrying 'covid 19',snopes,420,1
staff at gold coast hospital in australia rolled in a wilson volleyball to keep tom hanks company in quarantine after he was diagnosed with the coronavirus ,snopes,421,1
us house speaker nancy pelosi held up a coronavirus funding package so that democrats could run negative ads about republicans that made the latter look bad,snopes,422,1
taking a few sips of water every 15 mins will prevent the new coronavirus from entering your windpipe and lungs ,snopes,423,1
if you can hold your breath without coughing discomfort stiffness or tightness your lungs do not suffer from fibrosis and therefore you have no covid 19 infection ,snopes,424,1
the centers for disease control and prevention (cdc) announced that covid 19 a disease caused by the coronavirus had been found in toilet paper and that people should use wet cloths instead ,snopes,425,1
bbc news reported that actor daniel radcliffe was the first famous person to contract the coronavirus ,snopes,426,1
a homemade hand sanitizer made with tito's vodka can be used to fight the new coronavirus ,snopes,427,1
in february 2020 the vatican said that pope francis and two aides had tested positive for covid 19 a disease caused by a new coronavirus,snopes,428,1
a major disease outbreak occurred in every election year since 2004,snopes,429,1
us president barack obama waited until millions were infected and thousands were dead before declaring a public health emergency concerning swine flu the h1n1 virus ,snopes,430,1
us sen lindsey graham said president trump probably knows more about medicine and specifically viruses than any of the so called scientists at the nih and cdc,snopes,431,1
sales of corona beer dropped sharply in early 2020 because consumers mistakenly associated the brand name with the new coronavirus,snopes,432,1
us vice president mike pence introduced a program to cure new coronavirus carriers with the discredited practice of conversion therapy,snopes,433,1
satellite data show a large release of sulfur dioxide gas from the outskirts of wuhan china and could be viewed as evidence of the mass cremation of new coronavirus victims ,snopes,434,1
a chinese intelligence officer revealed that a new coronavirus was developed in a lab as a bioweapon,snopes,435,1
harvard professor charles lieber was arrested for concealing funding from a chinese lab connected to the origin of the new coronavirus,snopes,436,1
a video shows a chaotic scene in wuhan china involving doctors armed with weapons gunshots to deter people from leaving a new coronavirus quarantine and a woman who was shot dead after she attempted to break through a roadblock ,snopes,437,1
officials are warning that popping bubble wrap from china could expose one to coronavirus,snopes,438,1
rapper eminem was the first celebrity to be diagnosed with new coronavirus in february 2020 ,snopes,439,1
chinese officials are seeking approval to start the mass killing of 20000 people in order to stop the spread of new coronavirus ,snopes,440,1
the simpsons tv show predicted the 2020 new coronavirus outbreak in a 1993 episode ,snopes,441,1
mark kelly criticized the (paycheck protection program) then turned around and took money for his own multi million dollar company,politifact,442,1
at john lewis funeral obama told a room full of people that rooms full of people is too dangerous so we must mail in vote,politifact,443,1
a study from the cdc and the who proves face masks do not prevent the spread of a virus,politifact,444,1
mississippi got 10145 warrants for unemployment fraud!!,politifact,445,1
florida is doing over five times better than new jersey and new york in covid 19 deaths per million people,politifact,446,1
says donald trump was caught on a hot mic insulting his supporters,politifact,447,1
says he opposes statewide mask order because it would require him to wear a mask in my house or walking my dog,politifact,448,1
says wearing masks has been proven ineffective,politifact,449,1
if you have worked during the covid 19 pandemic the department of labor has finally authorized up to $4800 in hazard pay for qualified essential workers,politifact,450,1
american coronavirus vaccine killed five ukrainians,politifact,451,1
the cdc said it made a mistake and reduced its count of florida covid 19 cases from 90000 to 11000,politifact,452,1
says sen thom tillis doesnt think restaurant workers should have to wash their hands,politifact,453,1
quotes anthony fauci as writing i reject the notion that its just a virus and well all get it eventually what a careless lazy heartless stance,politifact,454,1
quotes president donald trump as saying everybody says ive done a tremendous job with covid i think a little gratitude would be nice maybe a big thank you mr president is called for,politifact,455,1
opening the schools is a local determination but its not a state determination,politifact,456,1
you must apply to get your second stimulus check! ive already filed for mine and will be receiving $2000 a month for the rest of the year,politifact,457,1
all the books have been removed from the classrooms of a minnesota middle school because administrators claim that the books cannot be cleaned,politifact,458,1
photo shows dr fauci melinda gates and barack obama at the wuhan lab in 2015,politifact,459,1
wrong covid 19 case count by orlando health explains the 'outbreak' in florida,politifact,460,1
says fema is giving essential workers $1000,politifact,461,1
the supreme court ruled today no voting by mail !!!,politifact,462,1
only 56 coronavirus deaths a day was enough to collapse the world economy even though thousands of people die daily from tuberculosis hepatitis b and other diseases,politifact,463,1
quotes dr denis mukwege as saying he resigned from the congolese coronavirus response team because he was ordered to fabricate covid 19 case and death numbers,politifact,464,1
to children and the vast majority of young and middle aged adults and the vast majority of teachers (the coronavirus) poses virtually zero threat,politifact,465,1
says covid 19 testing could be done with mouth swabs so maybe deeper swabbing is implanting something,politifact,466,1
the cdc may have to stop calling covid 19 an epidemic due to a remarkably low death rate,politifact,467,1
a patient discharge document proves that the who and cdc do not recommend that healthy people wear masks,politifact,468,1
people carrying guns cant wear face masks to protect against the coronavirus because its a class 4 felony,politifact,469,1
new york state hospitals reporting thousands of fungus lung infections due to wearing a mask!!,politifact,470,1
covid19 pcr tests are scientifically meaningless,politifact,471,1
covid is never going away! this is the beach today in raleigh north carolina,politifact,472,1
says bbc prematurely reported ghislaine maxwell moved to intensive care as coronavirus symptoms worsen,politifact,473,1
a study showed that over 1 million people in north carolina have now been exposed to the virus,politifact,474,1
nurses submitting coronavirus tests say they all are coming back positive,politifact,475,1
oklahoma 100 coronavirus test rate after trump tulsa rally,politifact,476,1
video of man using an air quality monitor proves that people are not getting enough oxygen while wearing masks,politifact,477,1
says donald trump used farmers struggles to push through a multi billion dollar bailout program that was nothing more than a handout for large agricultural companies,politifact,478,1
covid 19s contagion probability between two people is 70 if the carrier is not masked 5 if the carrier is masked and 15 if both parties are,politifact,479,1
four kids who took the coronavirus vaccine died immediately,politifact,480,1
says gov tony evers removed the american flag from the capitol building,politifact,481,1
if you are licensed to carry a concealed weapon wearing a face covering for coronavirus removes your conceal carry ability,politifact,482,1
says sarah huckabee sanders tweeted its odd that the antifa insurgency happened just as covid 19 loses steam its odd that covid 19 happened the moment impeachment failed its odd that impeachment happened the moment russian hoax failed the russian hoax happened because hillary lost? notice the pattern?,politifact,483,1
in north carolina you can be charged with a class h felony for wearing a mask and concealed carrying,politifact,484,1
osha says masks don't work to reduce covid 19 transmission and violate osha oxygen levels,politifact,485,1
gov gavin newsom has no legal authority to make wearing face coverings mandatory in california,politifact,486,1
says alexandria ocasio cortez tweeted its vital that governors maintain restrictions on businesses until after the november elections because economic recovery will help trump be re elected a few business closures or job losses is a small price to pay to be free from his presidency #keepusclosed,politifact,487,1
if we stopped testing right now we'd have very few cases if any,politifact,488,1
says news stories referencing 322 and covid 19 are proof cases are being synchronized,politifact,489,1
in a very real sense (oklahoma has) flattened the curve  the number of cases in oklahoma  it's declined precipitously,politifact,490,1
free horses!!!! 52 thoroughbred horses need homes will go to sugarcreek this sat for slaughter gentleman died due to covid 19 and his son wants nothing to do with them,politifact,491,1
corona virus claims a black belt chuck norris dead at 80,politifact,492,1
wearing masks for the coronavirus decreases oxygen intake increases toxin inhalation shuts down immune system increases virus risk scientifically inaccurate effectiveness not studied,politifact,493,1
how many of you are aware that the female governor of michigan is the niece of george soros?,politifact,494,1
in voting by mail hundreds of thousands of ballots have been rejected for defects and millions more end up missing or in landfills,politifact,495,1
shes just casually carrying a body with 1 hand? sure more evidence of coronavirus being a complete hoax with props & street theater,politifact,496,1
you see suicide rates are skyrocketing now,politifact,497,1
according to the cdc so far this year florida has had 1762 deaths from covid 19 and 5185 from pneumonia average pneumonia deaths in florida from 2013 2018 for the same time period are 918,politifact,498,1
says nancy pelosi tried once again to include abortion funding in the latest coronavirus bill,politifact,499,1
the new dane county lockdown policy (has) effectively killed badger football hockey and basketball for 2020,politifact,500,1
michigan governor reopened traverse city so she could have her daughter's open house,politifact,501,1
says ohio gov mike dewine released 4300 prisoners and is now warning residents of a possible crime wave,politifact,502,1
says president donald trump is trying to make $451 billion in medicare cuts in the middle of a deadly pandemic,politifact,503,1
were down near the low end of per capita deaths  most places are at 60 deaths per 100000 we're at 29,politifact,504,1
this is what bill gates and george soros want to do secretly stick you with a chip while testing you for the coronavirus the dems have a bill on the house floor ready to vote on it to require this,politifact,505,1
says the state health secretary says don't go to hospitals or clinics now the tourism secretary says don't recreate,politifact,506,1
italy went against the who's law against covid 19 autopsies and discovered covid is not a virus but a bacterium that clots the blood and reduces the oxygen saturation,politifact,507,1
the flu didn't kill any americans this year,politifact,508,1
a photo shows three men on crosses who feel like theyre being crucified by being required to stay at home,politifact,509,1
says michigan gov gretchen whitmers family spent may 20 at her second home breaking her own stay at home orders,politifact,510,1
a photo shows gov gretchen whitmer on mackinaw island today ignoring mask and social distancing rules,politifact,511,1
nancy pelosi said congress shall not vote remotely because it is not secure! while also saying that americans should all vote for president by mail!,politifact,512,1
[us rep conor lamb] said he would not vote for [nancy pelosi] for speaker and did,politifact,513,1
texas and florida have a balanced budget while california is in debt $54 billion and new york is in debt $61 billion,politifact,514,1
amid the covid 19 outbreak minnesota now has the highest unemployment rate in us history,politifact,515,1
children dont seem to be getting this virus,politifact,516,1
while california is dying  gavin (newsom) is vacationing in stevensville mt!,politifact,517,1
the covid 19 future vaccine will come with the id  a mark the id tells everyone you are free of covid,politifact,518,1
says if you're refused service at a store for not wearing a mask call the department of health and report the store masks are suggested not required,politifact,519,1
says a warning label on a box of disposable masks shows that they are ineffective at protecting against the spread of covid 19,politifact,520,1
the novel coronavirus was man made,politifact,521,1
half the workforce in the country may have just been idled by coronavirus,politifact,522,1
due to the large number of people who will refuse the forthcoming covid 19 vaccine because it will include tracking microchips the gates foundation is now spending billions to ensure that all medical and dental injections and procedures include the chips,politifact,523,1
a lot of people can get an additional $2400 from the cares act and they can do it every month!,politifact,524,1
bill gates explains that the covid vaccine will use experimental technology and permanently alter your dna,politifact,525,1
autopsies prove that covid 19 is a blood clot not pneumonia and ought to be fought with antibiotics and the whole world has been wrong in treating the so called pandemic,politifact,526,1
says wearing face masks is more harmful to your health than going without one,politifact,527,1
states like new york illinois and california have been vocal in their demands for funding to bail out their pension systems which were failing long before the covid 19 outbreak and other programs that arent related to this crisis,politifact,528,1
dr fauci says every american should be microchipped,politifact,529,1
says kitchen worker in viral video is potentially spreading coronavirus by blowing into food containers,politifact,530,1
if masks prevent coronavirus governors would have given them to prison inmates instead of releasing them,politifact,531,1
anthony fauci was on the clinton foundation board for 20 years and currently serves on gates foundation,politifact,532,1
bill gates admits his covid 19 vaccine might kill nearly 1 million people,politifact,533,1
hydroxychloroquine cures this virus it just so happens this is the treatment used for radiation sickness!!,politifact,534,1
cannabis may stop coronavirus from infecting people study finds,politifact,535,1
says only certain face masks are effective and others such as cloth masks are not,politifact,536,1
says gov tony evers administration deemed dentists non essential,politifact,537,1
$100b contact tracing bill is about controllingtracking population not about coronavirus,politifact,538,1
since the reopening of (georgia) weve seen our covid rate skyrocket by 40,politifact,539,1
93 of the (covid 19) cases in the state of illinois have come from chicago,politifact,540,1
gates foundation stands to make nearly ì§315 billion on a coronavirus vaccine in uk,politifact,541,1
$3 trillion for federal coronavirus stimulus packages is being borrowed basically from china,politifact,542,1
guess what [children are] not at risk unless they have an underlying medical issue,politifact,543,1
germany and the united states are the two best in deaths per 100000 people which frankly to me that's perhaps the most important number there is,politifact,544,1
says president donald trump implemented a travel ban that just didn't work 400000 people got in from those countries that were subject to the restrictions,politifact,545,1
nearly half of (missouri) counties have not reported positive (covid 19) cases,politifact,546,1
under an 1866 supreme court ruling stay at home orders are illegal and can be disregarded with impunity,politifact,547,1
the cdc has recommended mail in voting thats what this whole pandemic is about: the election!,politifact,548,1
says dr anthony fauci's name appears on 4 us patents for a key glycoprotein used to create the current covid 19 epidemic,politifact,549,1
dr fauci sat on microsofts board of directors,politifact,550,1
regarding the risks of coronavirus transmission on an airplane its as safe as an environment as youre going to find,politifact,551,1
georgia gov brian kemp mandates restaurants reopen,politifact,552,1
central park hospital tents housed thousands of abused children released from underground captivity,politifact,553,1
north carolinas health department is telling hospitals that if they decide to do elective surgeries they wont be eligible to receive (protective equipment) from the state,politifact,554,1
so 2 doctors from bakersfield discover that coronavirus mortality rate is 003 13x less deadly than what was previously thought! their analysis has since been banned from youtube,politifact,555,1
under the mayors covid 19 order kansas city churchgoers must register with the government,politifact,556,1
media outlets reported that the same boy died 3 times from the coronavirus in 3 countries,politifact,557,1
a photo shows rob cantrall at a recent michigan protest,politifact,558,1
gas is under $1 in 13 states but $227 in pennsylvania because of the governor,politifact,559,1
there was no real scientific basis for believing that social distancing would be necessary since it had never been studied,politifact,560,1
governor andy beshear has authorized kentucky teachers to make in home visits with parental approval teachers will inspect the bedroom of each student currently enrolled in k 8,politifact,561,1
i see no time in the history of this country when perfectly healthy people have been basically confined to their homes or only able to do essential things as in kansas city or st louis,politifact,562,1
the (corona)virus just isnt nearly as deadly as we thought it was,politifact,563,1
says president donald trump is selling coronavirus themed commemorative coins through the white house gift shop,politifact,564,1
walmart amazon kroger target and costco have not had any reported (coronavirus) cases in the news,politifact,565,1
the existence of a canine coronavirus vaccine casts doubt on statements that there isnt one for humans,politifact,566,1
says president barack obama signed the medical appliance tax bill that forced companies to outsource manufacturing of masks gowns gloves and ventilaors [sic] to china europe and russia to avoid the tax,politifact,567,1
pelosi was in (wuhan) china 6 days after the impeachment hoax failed,politifact,568,1
president trump just announced that the biological lab in wuhan where the covid 19 virus was created was funded by president barak (sp) hussein obama in 2015 to the tune of $3800000 american dollars!,politifact,569,1
weve tested more than every country combined,politifact,570,1
michigan gov gretchen whitmer has just been stripped of her emergency coronavirus powers by her state legislature,politifact,571,1
the government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier,politifact,572,1
people defying stay at home order fill arizona beaches,politifact,573,1
says the april 22 jump in covid 19 cases was related to the election,politifact,574,1
in 1986 the founder of the times square church prophesied that he saw a plague coming on the world and the bars and church and government will shut down with new york city especially hard hit,politifact,575,1
trump said hundreds of governors are calling him& we only have 50,politifact,576,1
governor gretchen whitmer spent the past weekend at her vacation cottage at birch lake violating her own executive order,politifact,577,1
a banner with a swastika trump and pence is from a michigan coronavirus protest,politifact,578,1
hundreds and hundreds of labs are ready willing and able,politifact,579,1
the gates foundation tested a polio vax in india between 2000 & 2017 and paralysed 496000 children,politifact,580,1
says bill o'reilly wrote a post claiming that the coronavirus was created as a bioweapon by the chinese government,politifact,581,1
photo shows packed beach of re opened jacksonville beach on cnn,politifact,582,1
face masks being manufactured in china for example went to domestic consumption and their own fight against the virus while the us was largely unable to import supplies from china,politifact,583,1
nigerians are burning chinese stores,politifact,584,1
joe diffies death was labeled as a covid 19 death and it wasnt!,politifact,585,1
wisconsin is clearly seeing a decline in covid infections,politifact,586,1
herd immunity is probably why california has far fewer covid 19 deaths than new york,politifact,587,1
says democrats are on vacation until may 4 and refuse to come back to sign a bill to help small businesses,politifact,588,1
a photo taken by a journalist showing a beach in jacksonville fla isn't from after the governmentreopened the beach as news reports have claimed,politifact,589,1
my wife is suffering from coronavirus and she is pregnant the doctor said she wont survive it,politifact,590,1
says wisconsins in person election has caused a surge in new coronavirus cases,politifact,591,1
says a photo shows the same exact people at two different beaches in los angeles county and jacksonville fla,politifact,592,1
news photo from stay at home protest was doctored to add confederate flag,politifact,593,1
nc liquor stores were deemed essential because we have a lot of people who are chemically dependent on alcohol and if we suddenly cut off their access they would go into withdrawal and flood the emergency rooms,politifact,594,1
says all vegas hotels but trumps have donated food rooms in covid response,politifact,595,1
says dr anthony fauci stands to lose 100 million dollars on bill gates vaccine for the coronavirus because he invested in this vaccine,politifact,596,1
the $1200 coronavirus relief checks this year are just an advance on your next tax return  next year you're automatically going to owe $1200 come tax season,politifact,597,1
says michigan covid 19 order bans gardening and the sale of vegetable seeds and fruit,politifact,598,1
says 44 senators voted not to send stimulus checks,politifact,599,1
a photo shows two italian nurses in a hospital a few days before they got covid 19 and died,politifact,600,1
corona is so bad this guy died twice!,politifact,601,1
says a video shows a gay party in italy few weeks before covid 19,politifact,602,1
says as president he has total authority to re open states amid the covid 19 pandemic,politifact,603,1
says theres an 800 number you can call to track the status of your stimulus check,politifact,604,1
gov andrew cuomo was simply saying if we can share 20 percent of your excess your non used ventilators to help people in other parts of the state on a voluntary basis that would be great of course there was a reaction to that which was not positive,politifact,605,1
everyone is only dying of coronavirus now,politifact,606,1
say televangelist pat robertson said some young people are doing all kinds of unnatural things with their sex organs when people do that they transfer all kinds of chemicals from ladies private parts and thats where i think the (corona)virus came from,politifact,607,1
it is the decision of the president not governors to open up the states,politifact,608,1
says ceos got advance notice of covid then resigned to dump stock,politifact,609,1
says video of body bags being dumped in a ditch shows the situation in italy due to the coronavirus,politifact,610,1
mass vaccination for covid 19 in senegal was started yesterday (48) and the first 7 children who received it died on the spot,politifact,611,1
says of covid 19 that dr anthony fauci was telling people on february 29th that there was nothing to worry about and it posed no threat to the us public at large,politifact,612,1
same little boy died of covid 19 in three different countries still dont believe the media is #fakenews?,politifact,613,1
says a photo shows south carolina after stay at home orders were announced,politifact,614,1
says robin vos wore protective gear that election workers he forced to work  do not have,politifact,615,1
says bill gates and other globalists in collaboration with pharmaceutical companies are reportedly working to push tracking bracelets and invisible tattoos to monitor americans during an impending lockdown,politifact,616,1
while all covid 19 news has been going on the us government has been sneakily trying to remove end to end encryption which means the government will be able to see all of your messages and listen to all of your calls,politifact,617,1
people are handing out masks doused with chemicals which knocks you out cold so they can rob you,politifact,618,1
in italy they have thrown their money on the streets a clear message to the whole world that money is not enough when health is in danger,politifact,619,1
says this poem about people staying home was written by kathleen omara in 1869,politifact,620,1
says video shows the chinese are destroying the 5g poles as they are aware that it is the thing triggering the corona symptoms,politifact,621,1
says goodwill used the pandemic to fire all of their employees instead of laying them off,politifact,622,1
says queen elizabeth said philippine president rodrigo duterte is the kind of leader who knows the way  filipinos are very lucky to have him,politifact,623,1
the chinese communist party is using zoom as a way to spy on our citizens,politifact,624,1
rivers in oklahoma are full of catfish carrying the virus,politifact,625,1
says the nba is asking donald trump to resign or well never play again,politifact,626,1
says nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east,politifact,627,1
the government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to h1n1 or ebola everyone needs to realize our government is up to something ,politifact,628,1
joe exotic tests positive for coronavirus in prison its been confirmed,politifact,629,1
says a 5g law passed while everyone was distracted with the coronavirus pandemic and lists 20 symptoms associated with 5g exposure,politifact,630,1
says for otherwise healthy people experiencing mild to moderate respiratory symptoms with or without a covid 19 diagnosis  only high temperatures kill a virus so let your fever run high but not over 103 or 104 degrees,politifact,631,1
pictures and reports of empty hospitals prove covid 19 spread is fake crisis for real government planned agendas,politifact,632,1
there was no effort to get american experts into china after it announced the coronavirus and we had one person in country (and trump) pulled him out of the country,politifact,633,1
in chicago covid 19 actually lowered the death rate,politifact,634,1
this lady here applied sanitizer to her handsforearms & went to the kitchen to cook the moment she turned on the gas stove her hands caught fire due to the alcohol contained in the sanitizer,politifact,635,1
says the us is developing an antivirus that includes a chip to track your movement,politifact,636,1
says the governors of michigan new york and nevada have issued orders banning the prescription of hydroxychloroquine to patients with covid 19,politifact,637,1
says italy arrested a doctor for intentionally killing over 3000 coronavirus patients,politifact,638,1
queen elizabeth tests positive for covid 19,politifact,639,1
says covid 19 remains in the air for eight hours and that everyone is now required to wear masks everywhere,politifact,640,1
if your child gets this virus their going to hospital alone in a van with people they dont knowto be with people they dont know you will be at home without them in their time of need,politifact,641,1
theyre furloughing nurses in hospitals in western new york state,politifact,642,1
says president donald trump will announce that a scientist finally found vaccine to cure corona virus,politifact,643,1
says italian prime minister giuseppe conte said we have lost control we have killed the epidemic physically and mentally cant understand what more we can do all solutions are exhausted on ground our only hope remains up in the sky god rescue your people,politifact,644,1
shows a waitress saying i lost my job but i'll sleep better knowing that the coronavirus relief bill included funding for the kennedy center refugee resettlement pbs and congressional salaries: thanks democrats,politifact,645,1
we inherited a broken test for covid 19,politifact,646,1
says certain states are banning the sale of alcohol,politifact,647,1
says the coronavirus aid relief and economic security act gives members of congress a pay increase,politifact,648,1
i didnt say that some of the medical equipment that governors are requesting they don't actually need,politifact,649,1
says imposters in hazmat suits are going door to door in stockton calif saying they are checking residents for fever or covid 19 but they will enter your home and physically attempt robbery,politifact,650,1
speaking of his restriction on travel from china i had (joe) biden calling me xenophobic  he called me a racist because of the fact that he felt it was a racist thing to stop people from china coming in,politifact,651,1
says to leave objects in the sun to avoid contracting the coronavirus,politifact,652,1
china is to blame because the culture where people eat bats and snakes and dogs and things like that these viruses are transmitted from the animal to the people and that's why china has been the source of a lot of these viruses like sars like mers the swine flu and now the coronavirus,politifact,653,1
donald trump would receive $17 million for three hotels closed for four days under republican bill! how in the hell is this right?!,politifact,654,1
an audio message lists five ways people can prevent the novel coronavirus,politifact,655,1
says a military humvee labeled covid 19 quarantine team was on interstate 696 in michigan,politifact,656,1
if you are in las vegas and you get a knock on your door from nv power 2020 census or cvd 19 testers do not open your door they are robbing people at gunpoint,politifact,657,1
boil some orange peels wit cayenne pepper in it stand over the pot breathe in the steam so all that mucus can release from yo nasal mucus is the problem its where the virus lives!!!,politifact,658,1
